-6.925	10.91	13421602	090342
-6.7929999999999	13.85	97702892	163217
-6.337	6.08	4234351	161325
-5.222	5.18	4234351	061851
-4.41	3.35	16607544	091149
-4.41	3.79	16607544	094507
-4.41	1.11	221693462	070732
-3.824	2.25	221693462	083944
-3.307	2.46	145374496	125220
-3.3	5.22	4234351	062144
-3	3.41	103635386	112158
-2.9179999999999	5.06	4234351	053753
-2.9179999999999	5.05	4234351	062319
-2.37	5.54	30548697	204825
-2.07	4.31	145374496	184318
-2	4.79	16607544	133220
-1.58	0.33	76457580	174258
-1.5	7.32	16607544	101751
-1.493	1.30	221693462	184851
-1.4	3.32	4234351	055034
-1.28	5.62	30548697	072603
-1.233	4.53	1898361763	202942
-1.1799999999999	2.35	221693462	074958
-1	4.57	16607544	145018
-0.89999999999998	2.49	221693462	104357
-0.68599999999998	5.17	4234351	061749
-0.584	5.52	52804268	151731
-0.584	10.95	27045040	135926
-0.565	5.20	4234351	200626
-0.44999999999999	0.68	30548697	200537
-0.44	5.54	4234351	062143
-0.38	0.31	1966496491	060618
-0.32099999999997	5.31	4234351	060552
-0.17999999999995	4.62	46391746	194118
-0.12	0.56	221693462	130254
-0.099999999999966	2.55	376647881	104441
-0.089999999999975	7.20	275924562	193453
0	1.12	48986364	115852
0	3.04	16607544	181841
0.03000000000003	3.30	4234351	061217
0.080000000000041	5.89	30548697	075240
0.15100000000001	5.18	4234351	060906
0.18000000000001	3.68	221693462	173841
0.23000000000002	5.30	4234351	061858
0.46000000000004	0.78	221693462	065956
0.54000000000002	4.36	46391746	193806
0.60900000000004	3.23	4234351	055514
0.63	4.95	329587681	141631
0.65000000000003	1.68	221693462	081024
0.67000000000002	5.91	30548697	210818
0.73000000000002	5.98	30548697	080921
0.75	5.58	286340581	195745
0.83000000000004	4.92	30548697	073128
0.83000000000004	1.46	221693462	072231
0.87	6.05	30548697	191307
0.88	1.78	4234351	043143
0.88	3.31	4234351	065321
0.89000000000004	7.13	286340581	195605
0.91000000000003	4.14	221693462	130449
0.95000000000005	0.51	286340581	183529
0.96000000000004	5.65	30548697	201641
0.97400000000005	3.20	376647881	141235
1	3.84	16607544	150657
1	2.76	16607544	190107
1.078	3.42	97702892	160038
1.09	0.09	286340581	182447
